tournamentId,tournamentName,blackPlayerId,blackPlayerName,whitePlayerId,whitePlayerName,blackScore,blackTheoreticalScore,transcript
254,Dutch Open 58,1993,van den Berg Erwin,1775,van Heere Mark,41,43,f5d6c3f4f6d3f3g4g3e6h4b3c7c6g5c8e3e2d1f1d2f2b4c1b1a5c5b6c4g6b5a6d7f7e7d8f8h3a3e8c2a4a7g8h6b7e1a1a8b8h8g1g7h5g2h2h1h7b2a2
254,Dutch Open 58,2004,Fransen Martin,1993,van den Berg Erwin,32,29,f5d6c5f4d3e3g4g5f3c4e6f6h5e2b4g6f2c6e1b5c3d2a6b3b6h6c2a5a4h3h4a2b7g3g2d1a3a7f7d7c7e7g7d8c1h8h7g8c8b2f8e8a1b1f1h2g1h1a8b8
254,Dutch Open 58,1758,van der Wagt Ben,1993,van den Berg Erwin,22,26,f5d6c3d3c4f4c5b4b3c2d7c7e3c6c1f6e6f3a4e2e7d2b6a3a2b5c8a5a6f7g6d8e8g5b2b8f1d1e1b7g2f8g7f2g3a1b1g4a8a7g8h6h7h8h5h4h3h2h1g1
254,Dutch Open 58,1708,Hobo Roel,1993,van den Berg Erwin,22,32,f5d6c3d3c4f4f6f3g4g3e6b3f2e3e2c5c6f1d1g6h3e7g5h5h4f7c7d7f8e8h6b6d8c8b8g7b4h7b5h2c2d2a4a6a5g1a7b1e1c1h8g8h1g2a1b2a2a8a3b7
254,Dutch Open 58,1993,van den Berg Erwin,1999,Aubroeck Patrick,38,38,f5d6c3d3c4b5b4f4f6f3g4g3c5g6g5e6d2h6h5h3e3h4d7e2b3a4a3a2a5a6b6d1f2e1e7e8b2a1c2b7f8c7d8c6c8b8f7g2h1h2a8g8g7h8a7b1h7g1f1c1
254,Dutch Open 58,1591,Ilbrink Jarl,1993,van den Berg Erwin,8,25,f5f6e6f4e3d6c4e2f2d2d7c6b5b6g4g5e1e7e8c3c5f3c7f7h5g6h6d3g3d1c1f1g1b3f8a6a5a4b4c2b1c8a2d8b8a3a7g7g2h1h2b2g8a1h3h4h7b7a8h8
254,Dutch Open 58,1775,van Heere Mark,1834,v/d Biggelaar Nicky,33,23,f5f6e6f4g3d6e3g4g5g6f7h5h6h7d7e7c6e8c5c7f8b6d8c8b8g7b5f3h3c3e2c4a6b4a3a5d3h4a4b3d2c1e1c2f2a7a8b7d1f1g2h2h8g8h1b1b2a1a2g1
254,Dutch Open 58,1834,v/d Biggelaar Nicky,2004,Fransen Martin,56,48,f5f6e6f4g6c5g4g5e3e7h5f7f3h3g3h7c3f2d2d3c4c1c2b4b3b1e2h6h8d6a4a3f1e1a2b5g7g1d1h4g8d7g2h2h1f8c6a5a1b2b6a7a6c7b8c8a8b7e8d8
254,Dutch Open 58,1708,Hobo Roel,1834,v/d Biggelaar Nicky,44,36,f5f6e6f4g5e7f7g6g4h6d8c5f3e3b5f2h4f8g3h3h2c6d7a5e2d3e1d6c7b6e8c8d2h5h7c1c4c2b4d1b1b3c3b2g7h8g8h1a1g2a2a3a4a6b7a8a7b8g1f1
254,Dutch Open 58,1834,v/d Biggelaar Nicky,1971,Schotte Tom,56,38,f5d6c3d3c4f4e6b3e2e3f3c5b4f6c6a3b5a6f2g5d7g4d2g3c2f1h6c8e1h5e7d8f8c7e8g8a5b1g6a4b6f7g2a7h4b2c1d1a1a2a8h3g1b7b8h7h1h2h8g7
254,Dutch Open 58,1834,v/d Biggelaar Nicky,1436,de Graaf Jan C.,57,43,f5d6c3f4f6d3c4g5e6d7e3e7g3c5b6f3g4e2h6d2f2f1f7c6g6h5e8d8h4b4c8c7b5g7a3b3h8a4a5a7a6h2a8b7f8h3h1g8b8c1e1d1b1h7c2a2g2g1a1b2
254,Dutch Open 58,2052,Sneek Marcel,1834,v/d Biggelaar Nicky,18,27,f5f6e6f4e3d7d3d6e7f8c6c7d8c8b8c5b6f3g3c4b5b4b3a3c3a6g6h6g5f7a4a5b7h5e8g4h4a2h7h2f2c2c1e2e1d2b2f1g1d1h3h1g2h8b1g7g8a8a7a1
